description,category,cluster
"Снижение цен на нефть ускорилось на опасениях за экономику КНР Утреннее снижение мировых цен на нефть усилилось к середине дня из-за опасений за экономику Китая, одного из крупнейших мировых потребителе",economy,-1
"Исполком WADA официально лишил РУСАДА статуса соответствия Исполком Всемирного антидопингового агентства (WADA) в понедельник, 9 декабря, лишил Российское антидопинговое агентство  (РУСАДА ) статуса соответствия.",sports,-1
На живца: команда Краснодарского края выиграла турнир по ловле рыбы на реке Бзыбь Кубок Карачаево-Черкесии по спортивной ловле рыбы проходил в Абхазии на реке Бзыбь с 6 по 8 декабря.,sports,-1
"Мокрый снег, туманы, гололед. Какой будет погода на этой неделе? Теплая погода с кратковременными осадками ожидается в Беларуси на этой неделе, сообщили корреспонденту БЕЛТА в Республиканском центре по гидрометеорологии, контролю радиоактивного загрязнения и мониторингу окружающей среды Минприроды. ""На этой неделе в Беларуси ожидается неустойчивая с повышенным температурным фоном погода"", - сказали в Белгидромете. Популярныеновости Во вторник, 10 декабря, погодные условия будут определять малоактивные атмосферные фронты и теплая воздушная масса. В отдельных районах пройдут кратковременные осадки (дождь, мокрый снег). Ночью и утром местами ожидается слабый туман. Температура воздуха ночью составит от минус 2 до плюс 3 градусов, днем будет 1-6 градусов тепла. В среду, 11 декабря, ночью и утром местами, днем по югу страны ожидаются небольшие кратковременные осадки (мокрый снег, дождь), слабые туман и гололед. На отдельных участках дорог ожидается гололедица. Температура воздуха ночью составит от минус 4 до плюс 2 градусов, днем - от минус 2 до плюс 4 градусов. В четверг, 12 декабря…",other,-1
"WADA разрешит спортсменам из РФ участвовать в олимпиадах без флага и гимна Стали известны подробности сегодняшнего решения WADA, которое запретило России участвовать в международных спортивных событиях.",sports,-1
Гарик Харламов и Григорий Лепс осветят судьбу барда Эдуарда Сурового в «документальном» фильме Премьера документального фильма-мистификации «Эдуард Суровый. Слезы Брайтона» состоится на канале ТНТ 30 декабря 2019 года.,entertainment,-1
"Инсталляцию с бананом и скотчем высмеяли в сети Пользователи создали для “банана” отдельный аккаунт в сети и показывают, что кроме банана можно приклеить скотчем к стене.",entertainment,-1
"Российский спорт из-за допинга закрыли на четыре года — решение WADA Исполком Всемирного антидопингового агентства на четыре года лишил Россию права участвовать в Олимпиадах, принимать чемпионаты мира и подавать заявки на их проведение",sports,-1
"""Ростелеком"" и ""ЛитРес"" запустили кобрендинговый проект ""Ростелеком. Книги"" ""Ростелеком"" запускает для своих клиентов новую услугу ""Ростелеком. Книги"" с доступом к ""ЛитРес"", крупнейшему сервису электронных и аудиокниг в России и странах СНГ. Каталог насчитывает более 150 000 электронных книг. При первом подключении ""Ростелеком"" и ""ЛитРес"" дарят пользователю 14 дней бесплатного доступа.",technology,-1
"WADA отстранило российских спортсменов от международных соревнований на четыре года Дополнен. Российские спортсмены отстранены от всех международных соревнований на четыре года. Кроме того, в течение четырёх лет запрещено проводить международные соревнования в РФ. Не смотря на то, что написано в заголовке поста конкурирующего болга, вопрос об отстранении от Олимпиады ещё не...",sports,-1
"Vivo V17 на Snapdragon 675 с отверстием в дисплее оценили в $323 Вслед за смартфонами V17 Pro и V17 Neo компания vivo расширила линейку фирменных устройств выпуском модели vivo V17. Особенностями новинки стали большой экран с отверстием для селфи-модуля, внушительный объём оперативной памяти и ёмкий аккумулятор на 4500 мАч с функцией быстрой зарядки.",technology,-1
"В Россию за «новым» лицом - Ротару вернулась возродить карьеру? Певица удивила новой пластикой, которую, видимо, оплатили в северной державе. На днях прошла музыкальная церемония &laquo;Песня года&raquo;, на которую была приглашена София Ротару. Певица вернулась в Россию после долгого отсутствия по политическим причинам. Сказать, что 72-летняя",entertainment,-1
Россию на 4 года лишили права выступать на чемпионатах мира и Олимпиадах Соответствующее решение принял сегодня исполком WADA.,sports,-1
"74-летний Евгений Петросян женился на 30-летней Татьяне Брухуновой Источник из окружения пары сообщил представителям прессы, что артист и его помощница оформили свои отношения в начале декабря.",entertainment,-1
Зимняя температура вернется в Москву 12 декабря Синоптики прогнозируют небольшой минус в Москве начиная с четверга.,other,-1
"Вильхмассон: в Украине чувствую себя не как рыба, а как акула в воде Исландец так заметил, что ему очень нравится выступать за Колос.",sports,-1
"На форуме ""Российский театр - XXI век. Новый взгляд"" подведут итоги Года Театра В Театральном центре Союза театральных деятелей «На Страстном» пройдет форум «Российский театр - XXI век. Новый взгляд». Он будет посвящен итогам Года Театра в России.",entertainment,-1
"Apple может избавиться от порта зарядки в будущих моделях iPhone Аналитик Минг-Чи Куо (Ming-Chi Kuo), специализирующийся на компании Apple, поделился новой информацией о будущих моделях iPhone. Теперь он говорит, что iPhone, представленный в 2021 году, вообще не будет иметь зарядного порта.",technology,-1
"Даниэль Риккардо: Потеря пятого места стала бы ударом для Renault Австралиец рад, что Renault осталась впереди Toro Rosso в Кубке конструкторов",sports,-1
"Корпоративным клиентам Яндекс.Такси стали доступны услуги«Доставка» и «Грузовой» Корпоративные клиенты Яндекс.Такси получили возможность подключить услуги «Доставка» и «Грузовой» для своего бизнеса. Отправить документы, перевезти оборудование... #ЯндексТакси",economy,-1
"Названы самые популярные у россиян породы кошек В первую тройку вошли мейн-куны, «британцы» и ориенталы",entertainment,-1
"На выставке картины с обнаженными женщинами заклеили бумагой В России на выставке картины с изображением обнаженных женских тел были замаскированы бумагой. Это сделали по просьбе родителей, пришедших с детьми.",entertainment,-1
"Развивающийся капитализм Развивающиеся рынки планеты притягивают большие деньги со всего мира, прежде всего своей высокой доходностью и низкой стоимостью активов. Украина — икона этого тренда. На нее молятся, но ей не доверяют. Причины стары, как украинский мир: бесчестные суды, беспокойные фискалы, бесцеремонные силовики",economy,-1
"КАМАЗ выпустит свои ГАЗели через год (или два) Производитель грузовых машин сделает легкий коммерческий автомобиль массой до 3,5 тонн.",economy,-1
"Крупное курганское предприятие, имущество которого уже распродают, избежало банкротства В Курганской области прекращено четвертое за год дело о банкротстве ООО «Зауральский кузнечно-литейный завод» (ЗКЛЗ, принадлежит «Курганмашзаводу»). Вместе с тем часть помещений предприятия уже выставлена на торги из-за долгов.",economy,-1
"Мэддисон близок к продлению контракта с ""Лестером"". Игроком интересуется ""Манчестер Юнайтед"" Полузащитник «Лестер Сити» Джеймс Мэддисон близок к продлению контракта с клубом. Об этом сообщает TalkSport, ссылаясь на свои источники.",sports,-1
"Черный день российского спорта: WADA казнило Россию Исполком Всемирного антидопингового агентство (WADA) единогласно одобрил рекомендации своего комитета по соответствию о санкциях в отношении России. Дело, связанное с манипуляциями с данными Московской антидопинговой лаборатории, обернулось крахом для отечественного спорта: наших спортсменов отстранили от участия в крупных международных соревнованиях на четыре года.",sports,-1
В Госдуме призвали к жесткой реакции на решение WADA решение WADA - серьезный удар по российскому спорту,sports,-1
Ученики «Роснефть-классов» в Нягани стали участниками семинара «Лестница к успеху» Нягань. В Нягани завершился двухдневный марафон семинара «Лестница к успеху». Его участниками стали ученики десятого и одиннадцатого «Роснефть-классов» городской гимназии.,sports,-1
Супермодель Белла Хадид в дерзком бра хвасталась телом на «острове миллионеров» (фото) Модель оставила Майами ради открытия модного бутика,entertainment,-1
"Дагестанка выступит на кубке мира по боксу Ярослава Якушина, представительница дагестанской школы бокса, будет участницей Кубка мира среди нефтяных стран, — сообщила пресс-служба Министерства с...",sports,-1
"Bethesda прекращает работы над карточной игрой The Elder Scrolls: Legends Судя по всему, аудитория утратила интерес к карточным играм. Буквально на прошлой неделе CD Projekt RED объявила о прекращении поддержки карточной игры Gwent на консолях. А теперь стало известно, что Bethesda на неопределенное время приостановила разработку The Elder Scrolls: Legends. Кроме того, фактически отменена консольная версия игры и запланированный набор карт. Отмечается, что существующая The […]",entertainment,-1
Поставщики рассказали о проблемах в магазинах Spar и «Семья» Производители негативно оценивают дальнейшие перспективы компании.,economy,-1
Что не пропустить по ТВ и в Сети на неделе с 9 по 15 декабря Телеканалы и интернет-платформы подготовили целый букет новинок для зрителей. Премьеры на любой вкус - от документальных проектов о знаменитостях и анимационных сериалов до серьезных рассказов о нашей недавней истории,entertainment,-1
"Теплый циклон уходит из Петербурга в Карелию Петербург продолжает оставаться под действием теплого циклона, центр которого в скором времени переместится на север Карелии.",other,-1
Х-фактор-10: Настя Каменских и Оля Полякова удивили поцелуем в губы в прямом эфире Каждый прямой эфир проекта «Х-фактор-10» порождает множество тем для обсуждения.,entertainment,-1
Исполком WADA отстранил Россию от участия в международных олимпиадах на 4 года Поводом стали обвинения в манипуляциях данными Московской антидопинговой лаборатории.,sports,-1
"В Калининграде состоится молодёжный форум ""Шаг в будущее"" В программе Форума примут участие 500 человек",economy,-1
Конкурс красоты в Малайзии выиграла студентка Алена Стрилецкая из Новосибирска Девушка выиграла международный конкурс красоты Miss Lumiere international World-2019. Ее соперницами были 23 девушки со всего мира.,entertainment,-1
"Один «Китай» хорошо, а со «шведом» — лучше: Новый Geely Coolray станет «убийцей» Haval F7 «Хавал» хорошо зарекомендовал себя на российском рынке, впрочем, из Поднебесной приближается машина, способная перетянуть на себя внимание. В родном Китае кроссовер, называемый Binyue (желанный гость), уже освоился и теперь осваивает экспортные рынки, в сентябре появившись в Филиппинах под",technology,-1
"СМИ: Петросян женился на 30-летней помощнице Москва. О новом браке Евгения Петросяна пишут российские СМИ. По данным телеканала «360 градусов», который ссылается на «Комсомольскую правду», избранницей 74-летнего юмориста стала его 30-летняя ...",entertainment,-1
"Reserved, Sinsay, House, Cropp и Mohito откроют в Беларуси собственные магазины Недавно производитель одежды LPP отозвал свои франшизы, однако теперь стало известно о возвращении польских брендов в Беларусь. Как сообщили Onliner в «Тринити Инвест», оценив потенциал белорусского рынка, LPP решила открыть собственные магазины. Флагманские магазины откроются в торгово-развлекательном комплексе Triniti в Гродно.",economy,-1
"В WhatsApp добавили функцию напоминаний В популярном мобильном мессенджере WhatsApp появилась новая опция, позволяющая составлять цели, а затем получать по ним напоминания. Новый функционал разработан в сотрудничестве с сервисом Any.do, кот",technology,-1
Евгений Петросян женился в пятый раз Помощница 74-летнего юмориста стала его женой,entertainment,-1
"В Югре в этом году ввели 482 тысячи «квадратов» жилья В Югре на начало декабря исполнено 74 % обязательств по жилищным госпрограммам. План по жилищному строительству перевыполнен в Советском районе, Нягани и Покачах.",economy,-1
"""Росатом"" приобрел неконтрольную долю в головной компании группы ""Дело"" Шишкарева ""Росатом"" приобрел неконтрольную долю в капитале УК ""Дело"" &mdash; головной компании одноименной группы Сергея Шишкарева, сообщило официальное издани",economy,-1
"WADA на четыре года лишило Россию права участвовать в международных турнирах Всемирное антидопинговое агентство запретило отечественным спортсменам защищать честь страны на спортивных мероприятиях, сообщил ТАСС . В понедельник, 9 декабря, стало известно, что исполком WADA лишил Россию права участвовать в крупных международных турнирах сроком на четыре года. Среди них оказались Олимпиады и чемпионаты мира. Кроме того, организация ввела запрет на посещение спортивных мероприятий государственными служащими РФ и олимпийского и паралимпийского комитетов страны.",sports,-1
"Утечка. Первый кадр фильма «Годзилла против Конга» В разгар напряженного уик-энда, заполненного крупными показами на CCXP, «Годзилла против Конга» удивила поклонников чуть более чем двумя секундами кадров. Поскольку участникам",entertainment,-1
"«Я похожа на лошадь?»: Ксения Собчак и Алсу оседлали коней в Башкирии 38-летняя Ксения Собчак и 36-летняя Алсу побывали в Башкирии. Приезд певицы объясняют тем, что это родина ее отца. А скандальная телеведущая составила ей компанию. Собчак и Алсу посетили отдалённую деревню Уяндыково в Башкирии.",entertainment,-1
Особые зоны и доверенные лица. В Ульяновской области повысят инвестиционную привлекательность районов Стимулировать инвестиционный рост и улучшать деловой климат в регионе начнут и на уровне муниципалитетов. В регионе запустят систему регулярного менеджмента в инвестиционной деятельности глав районов. Об этом Сергей Морозов говорил на одной из площадок минувшего бизнес-форума «Деловой климат в России» и в ежегодном инвестиционном послании.,economy,-1
"""Болгарский поток"" готов принимать газ из ""Турецкого потока"" с 1 января Болгарская сторона готова обеспечить транзитные поставки газа в Грецию и Северную Македонию из трубопровода ""Турецкий поток"" с начала года, сообщает ТАСС.",economy,-1
"Белла Хадид подчеркнула свое главное достоинство «мокрым» топом 23-летняя Белла Хадид меняет локации со скоростью света. Еще недавно мы восхищались ее образами в Майами, а теперь красотка покоряет Карибы. Она отправилась на французский остров Сен-Бартелеми. На курорте Белла не теряла времени даром.",entertainment,-1
Экономисты рассказали про «ужас без конца» Кризисные тенденции сохранятся в 2020 году,economy,-1
Федотов: «Переход в «Сочи» получился стремительным» Тренер Владимир Федотов прокомментировал свой переход из «Оренбурга» в «Сочи» – на «Бомбардире»,sports,-1
"Аналитики: в 2020 году связь будет дороже на 18% Информационно-аналитическое агентство Content Review подготовило прогноз роста расходов населения на услуги мобильной связи в следующем году. По мнению экспертов, операторы неизбежно будут повышать стоимость услуг в течение всего 2020 года и в среднем расходы населения увеличатся на 17-18 процентов.",economy,-1
"Мисс Вселенная-2019: известно имя победительницы ""Мисс Вселенной-2019"" стала представительница ЮАР.",entertainment,-1
МоМА решил избавиться от «-измов» Экскурсия по легендарному нью-йоркскому музею после $450-миллионной реконструкции.,entertainment,-1
Работодатели 25% российских компаний планируют повысить зарплаты сотрудникам По сравнению с 2018 годом количество таких компаний выросло на 7%.,economy,-1
Гарри Стайлз заботится об одинокой рыбе в своём новом клипе Снятом в формате короткометражки,entertainment,-1
Госслужащие РФ и руководство ОКР и ПКР не смогут посещать спортивные мероприятия Данный запрет был введен всемирным антидопинговым агентством WADA.,sports,-1
Кикбоксеры Сахалина завоевали кубок губернатора Камчатского края В минувшую субботу в Петропавловске-Камчатском состоялась Дальневосточная студенческая спартакиада на кубок губернатора Камчатского края по кикбоксингу. Участниками ежегодных соревнований стали более 70 спортсменов. Южно-Сахалинск представили десять воспи...,sports,-1
"WADA лишило РФ на 4 года права участвовать в международных турнирах Исполнительный комитет WADA лишил Россию права принимать участие в крупных международных турнирах, в том числе олимпиадах и чемпионатах мира.",sports,-1
"«Яндекс» расширяется: компания может арендовать все свободные площади в башне «Око» «Яндекс» планирует расширяться — компания ищет еще один офис. Источники «Ведомостей» рассказали, что представители холдинга ведут переговоры об аренде площади в башне «Око» в деловом центре «Москва-сити».",economy,-1
Бесснежный Новый год в Чувашии может повториться В Чувашии после оттепели установится морозная погода без снега. Уже на следующей неделе возможно усиление морозов вплоть до минус 20 градусов. Об этом сообщают синоптики проекта &laquo;Погода в Чувашии&raquo;.,other,-1
"Tesla на год изменила даты сборки Cybertruck Tesla на год сдвинула сроки производства самой бюджетной и самой дорогой моделей своего пикапа, пишет Business Insider.",technology,-1
"Трейлер «Чудо-женщины 1984» тизерит Невидимый самолет Первый трейлер «Чудо-женщины 1984» дебютировал нояью, и он обеспечил довольно эпический первый взгляд на новое приключение Дианы Принс (Гал Гадот). Если маркетинговая кампания",entertainment,-1
"Что смотрели на YouTube в 2019 году в Казахстане и мире Alphabet Inc традиционно представил YouTube Rewind 2019 – самые популярные видео года на YouTube в мире и Казахстане, сообщает Kazpravda.kz со ссылкой на пресс-службу компании. ""В 2019 году вы объединили свои усилия, чтобы установить рекорд по самому большому числу лайков для одного видео на YouTube, помочь нетипичной звезде кантри стать лидером хит-парадов и поднять популярность Minecraft на новую высоту. Прежде чем наступит 2020 год, пришло время вспомнить моменты, которые определили последние двенадцать месяцев в поп-культуре"", - обратились к пользователям поисковой системы Google.""В уходящем году мы продолжали наблюдать межкультурное влияние латиноамериканской музыки: пять из десяти самых популярных музыкальных видео исполняются на испанском языке; при этом первые два видео собрали более 1 миллиарда просмотров каждое. Кроме того, популярные певицы (Ариана Гранде, Билли Айлиш) продолжали трансформировать звучание современной поп-музыки, а K-pop – завоевывать глобальную аудиторию"", - отметили в компании.Итак…",entertainment,-1
"Валерия показала фото с сыном после ДТП под Петербургом Певица Валерия опубликовала в своем Instagram фотографию с сыном Арсением после ДТП, которое произошло в воскресенье, 8 декабря, под Петербургом.",entertainment,-1
Россию отстранили от международных чемпионатов и Олимпиад Всемирное антидопинговое агентство (WADA) отстранило Российскую Федерацию от двух следующих Олимпийских игр.,sports,-1
"74-летний Петросян женился на своей молодой любовнице С Еленой Степаненко, бывшей женой, комик до сих пор судится",entertainment,-1
"Трейлер VR-игры по сериалу Twin Peaks Студия Collider Games опубликовала дебютный трейлер VR-игры по сериалу ""Твин пикс"". Работа над тайтлом ведется при поддержке Дэвида Линча и канала Showtime. Twin Peaks VR б...",entertainment,-1
"Компания KIA запустила в работу свой индийский завод В конце прошлой недели компания Kia Motors официально открыла свой первый завод в Индии, в районе Анантапур штата Андхра-Прадеш. Предприятие обошлось в $1,1 млрд и было возведено всего за два года. Вместе с поддержкой партнёров, занятых в цепочке поставок компонентов, инвестиции Kia в индийский проект составили два миллиарда долларов.",technology,-1
"Областное правительство взяло в долг 4,9 миллиарда рублей Минфин уверяет, что размер госдолга не изменился",economy,-1
"Apple Mac Pro станет доступным для заказа 10 декабря Apple представила свой самый мощный компьютер Mac Pro и 6К-монитор для него Pro Display XDR на конференции для разработчиков WWDC 2019 в июне этого года. Но устройства до сих пор не попали в продажу. Теперь же стало известно, что заказы на системный блок и монитор откроются 10 декабря. Компания из Купертино произвела рассылку по почтовым …",technology,-1
Как россияне старше 50 лет пользуются интернетом. Исследование Google 93% заходят в Сеть несколько раз в день,technology,-1
"Тарасова про призывы к Загитовой завершить карьеру: ""С ума сошли?"" Заслуженный тренер России по фигурному катанию Татьяна Тарасова раскритиковала болельщиков и спортивных аналитиков, которые призывают Алину Загитову завершить карьеру после провала в финале Гран-при",sports,-1
Порт «Пивденный» установил рекорд перевалки за последних 40 лет Порт Пивденный достиг наибольшего рекордного показателя грузооборота за 41 год своего существования. По оперативным данным Администрации морских портов Укр,economy,-1
"В декабре ""Солид Банк"" рефинансирует кредиты других банков от 9,9% годовых Российско-японский ""Солид Банк"" в декабре запускает акцию ""Рефинансирование кредитов других банков"" по сниженной ставке от 9,9% годовых. В акции могут принять участие все клиенты банка, имеющие кредиты или кредитные карты в сторонних банках. Основные пре...",economy,-1
"Праздник каждый день: мэрия Красноярска опубликовала расписание открытия новогодних елок Новогодние представления, посвященные открытию елок в разных районах, стартуют со следующей недели",entertainment,-1
"Можно ждать продолжения консолидации рынка ОФЗ на текущей неделе - Промсвязьбанк Можно ждать продолжения консолидации рынка ОФЗ на текущей неделе в преддверии заседания ЦБ РФ, сообщается в комментарии Промсвязьбанка. Ключевым событием текущей недели станет заседание Банка России в пятницу, 13 декабря. При этом регулятор не дал четкого сигнала относительно своего предстоящего решения. Специалист Промсвязьбанка Дмитрий Грицкевич отмечает, что, с одной стороны, данные по инфляции указывают на высокую вероятность, что по итогам года индекс потребительских цен будет ниже ожиданий ЦБ (3,2-3,7%), в результате чего рыночные индикаторы (доходности ОФЗ, фьючерсы на ставку RUONIA) указывают на снижение ключевой ставки до 6% в среднесрочной перспективе, что является нижней границей нейтрального диапазона ЦБ (6-7%). С другой стороны, последние циклы изменения ставки ЦБ проходили синхронно с циклами изменения ДКП ФРС США, и пауза в смягчении политики американского регулятора на декабрьском заседании может стать ключевым фактором сохранения ставки на текущем уровне. ""Ожидаем, что ЦБ выберет компромиссный…",economy,-1
"В Калуге устроили турнир в честь окончания Великого стояния на Угре Спортсмены из 11 регионов России приехали в Калугу на боксерский турнир, посвященный 539-летию окончания Великого стояния на Угре 1480-го года.",sports,-1
"В Сети показали самую эпичную модель Lamborghini в истории Тюнинг кузова и доработка двигателя – нормальная история даже для именитых итальянских суперкаров. Очередным примером стал Lamborghini Huracan Super Trofeo, модифицированный норвежской компанией Zyrus Engineering в самую эпичную модель Lamborghini в истории.",technology,-1
Официальная гривня существенно укрепилась По отношению к доллару гривня подорожала на 15 копеек.,economy,-1
"Новый API в Google Chrome угрожает конфиденциальности пользователей Google Chrome столкнулся с очередной волной критики, которая на этот раз касается нового API — getInstalledRelatedApps и его прямого воздействия на конфиденциальность пользователей.",technology,-1
"Евгений Петросян сыграл свадьбу с молодой помощницей 74-летний юморист Евгений Петросян сочетался браком с 30-летней возлюбленной Татьяной Брухуновой. Об этом «Комсомольской правде» сообщил источник из окружения звездной пары. По словам собеседника издания, свадьбу сыграли в начале декабря.",entertainment,-1
"Сати Казанова призналась в употреблении наркотиков Экс-солистка группы ""Фабрика"" Сати Казанова сделала признание в том, что употребляла наркотики. Об этом информирует ""Мир 24"".",entertainment,-1
Цена дня: Xiaomi Redmi Note 8 Pro за 12 252 рубля Версия с глобальной прошивкой и оригинальной евровилкой.,technology,-1
"Госдума одобрила введение налога на самозанятых еще в 19 регионах, в том числе — в Самарской области Госдума приняла во втором чтении законопроект о введении налога на самозанятых в регионах-донорах и регионах с городами-миллионниками начиная с 1 января 2020 года. Данный налоговый режим обеспечивает решение основной задачи его введения - создание стимулов для выхода людей из тени.",economy,-1
Дебиторку мусороперерабатывающего комплекса в Сочи выставили на торги за 300 млн рублей Торги по продаже дебиторской задолженности ОАО «Сочинский мусороперерабатывающий комплекс» назначили на 23 января 2020 года,economy,-1
Эксклюзивные открытки в честь 250-летия Ордена Святого Георгия Почта России представила эксклюзивные открытки,entertainment,-1
"«Татар Җыры» - Уфа: 8 тысяч зрителей, 29 артистов и 38 хитов Международный фестиваль эстрады «Татар Җыры» в честь двадцатилетия организовывает масштабные концерты, один из которых прошел в конце ноября в Кремлевском дворце в Москве. Второй праздник песни отгремел буквально на днях в огромном зале «Уфа-Арена», где собрались ни много ни мало 8 тысяч поклонников татарской песни! Айдар Галимов, Зайнап Фархетдинова, Салават, Хамдуна Тимергалиева, Элвин Грей, Гузель Уразова, Филюс Кагиров и многие другие популярные артисты татарской эстрады исполнили свои лучшие хиты. Каждый образ продуман до мелочей, каждый выход - яркое шоу! Многотысячный зал то и дело взрывался аплодисментами. ",entertainment,-1
"Валерий Карпин: в игре со ""Спартаком"" мне прежде всего понравился счет Главный тренер ""Ростова"" Валерий Карпин поделился впечатлениями от игры своих подопечных в выездном матче 19-го тура российской премьер-лиги против московского ""Спартака"" (4:1).",sports,-1
Александр КАРАВАЕВ: «Динамо сделает все для выхода в еврокубковую весну» Игрок прокомментировал неудачный матч УПЛ ⋆ Футбол на Sport.ua,sports,-1
